Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Speciality,Adult/Child,Age Profile,Time Band,Total
28/02/2019,Ireland East Hospital Group,0955,Cappagh National Orthopaedic Hospital,1800,Orthopaedics,Child,0-15, 6-9 Months,18
28/02/2019,Ireland East Hospital Group,0955,Cappagh National Orthopaedic Hospital,1800,Orthopaedics,Child,0-15, 9-12 Months,8
28/02/2019,Ireland East Hospital Group,0955,Cappagh National Orthopaedic Hospital,2500,Rheumatology,Adult,16-64, 0-3 Months,42
28/02/2019,Ireland East Hospital Group,0955,Cappagh National Orthopaedic Hospital,2500,Rheumatology,Adult,16-64, 3-6 Months,5
28/02/2019,Ireland East Hospital Group,0955,Cappagh National Orthopaedic Hospital,2500,Rheumatology,Adult,65+, 0-3 Months,18
28/02/2019,Ireland East Hospital Group,0955,Cappagh National Orthopaedic Hospital,2500,Rheumatology,Adult,65+, 3-6 Months,3
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0100,Cardiology,Adult,16-64, 0-3 Months,245
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,177
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,45
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0100,Cardiology,Adult,16-64,12-15 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0100,Cardiology,Adult,65+, 0-3 Months,127
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0100,Cardiology,Adult,65+, 3-6 Months,83
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0100,Cardiology,Adult,65+, 6-9 Months,17
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,16-64, 0-3 Months,258
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,141
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,55
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,16-64, 9-12 Months,29
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,16-64,12-15 Months,32
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,16-64,15-18 Months,31
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,16-64,18+ Months,53
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,65+, 0-3 Months,80
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,65+, 3-6 Months,39
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,65+, 6-9 Months,11
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,65+, 9-12 Months,3
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,65+,12-15 Months,6
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,65+,15-18 Months,11
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0300,Dermatology,Adult,65+,18+ Months,16
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0400,Endocrinology,Adult,16-64, 0-3 Months,203
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,97
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,15
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0400,Endocrinology,Adult,16-64,12-15 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,51
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0400,Endocrinology,Adult,65+, 3-6 Months,31
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0400,Endocrinology,Adult,65+, 6-9 Months,3
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,0-15,18+ Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,151
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,139
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,84
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,85
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,41
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,44
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,16-64,18+ Months,169
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,30
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,21
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,13
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,12
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,10
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,65+,15-18 Months,5
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0600,Otolaryngology (ENT),Adult,65+,18+ Months,33
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,462
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,16-64, 3-6 Months,151
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,16-64, 6-9 Months,42
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,3
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,65+, 0-3 Months,84
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,65+, 3-6 Months,34
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,65+, 6-9 Months,11
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Adult,65+, 9-12 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0900,Geriatric Medicine,Adult,16-64, 0-3 Months,32
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0900,Geriatric Medicine,Adult,16-64, 3-6 Months,9
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0900,Geriatric Medicine,Adult,16-64, 9-12 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0900,Geriatric Medicine,Adult,65+, 0-3 Months,184
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0900,Geriatric Medicine,Adult,65+, 3-6 Months,28
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,0900,Geriatric Medicine,Adult,65+, 6-9 Months,5
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,16-64, 0-3 Months,95
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,16-64, 3-6 Months,79
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,16-64, 6-9 Months,61
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,16-64, 9-12 Months,27
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,16-64,12-15 Months,17
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,16-64,15-18 Months,21
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,16-64,18+ Months,83
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,65+, 0-3 Months,35
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,65+, 3-6 Months,27
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,65+, 6-9 Months,20
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,65+, 9-12 Months,12
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,65+,12-15 Months,6
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,65+,15-18 Months,8
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1100,Haematology,Adult,65+,18+ Months,45
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,16-64, 0-3 Months,72
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,16-64, 3-6 Months,77
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,16-64, 6-9 Months,61
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,16-64, 9-12 Months,47
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,16-64,12-15 Months,9
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,65+, 0-3 Months,19
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,65+, 3-6 Months,22
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,65+, 6-9 Months,12
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,65+, 9-12 Months,20
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1300,Neurology,Adult,65+,12-15 Months,3
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,112
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1503,Gynaecology,Adult,16-64, 3-6 Months,52
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1503,Gynaecology,Adult,16-64, 6-9 Months,5
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,11
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1503,Gynaecology,Adult,65+, 3-6 Months,4
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1700,Ophthalmology,Adult,16-64, 0-3 Months,18
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1700,Ophthalmology,Adult,16-64, 3-6 Months,16
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1700,Ophthalmology,Adult,16-64, 6-9 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1700,Ophthalmology,Adult,65+, 0-3 Months,21
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1700,Ophthalmology,Adult,65+, 3-6 Months,13
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1700,Ophthalmology,Adult,65+, 9-12 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,0-15, 6-9 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,410
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,16-64, 3-6 Months,408
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,171
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,16-64, 9-12 Months,162
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,16-64,12-15 Months,96
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,16-64,15-18 Months,53
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,16-64,18+ Months,41
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,130
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,103
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,61
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,48
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,65+,12-15 Months,39
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,65+,15-18 Months,25
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,1800,Orthopaedics,Adult,65+,18+ Months,16
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2000,Plastic Surgery,Adult,16-64, 0-3 Months,37
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2000,Plastic Surgery,Adult,16-64, 3-6 Months,6
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2000,Plastic Surgery,Adult,65+, 0-3 Months,11
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2000,Plastic Surgery,Adult,65+, 3-6 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2000,Plastic Surgery,Adult,65+, 6-9 Months,2
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,16-64, 0-3 Months,30
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,16-64, 3-6 Months,25
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,16-64, 6-9 Months,14
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,16-64, 9-12 Months,14
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,16-64,12-15 Months,2
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,65+, 0-3 Months,32
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,65+, 3-6 Months,18
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,65+, 6-9 Months,16
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2300,Nephrology,Adult,65+, 9-12 Months,7
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,0-15, 0-3 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,230
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,184
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,134
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,87
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,16-64,12-15 Months,73
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,16-64,15-18 Months,26
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,16-64,18+ Months,2
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,65+, 0-3 Months,86
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,65+, 3-6 Months,69
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,65+, 6-9 Months,35
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,65+, 9-12 Months,42
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,65+,12-15 Months,21
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2400,Respiratory Medicine,Adult,65+,15-18 Months,16
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,16-64, 0-3 Months,191
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,16-64, 3-6 Months,139
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,16-64, 6-9 Months,56
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,16-64, 9-12 Months,46
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,16-64,12-15 Months,20
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,16-64,15-18 Months,20
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,16-64,18+ Months,31
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,65+, 0-3 Months,46
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,65+, 3-6 Months,40
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,65+, 6-9 Months,12
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,12
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,65+,12-15 Months,7
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,65+,15-18 Months,3
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2500,Rheumatology,Adult,65+,18+ Months,4
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,306
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,16-64, 3-6 Months,81
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,16-64, 6-9 Months,40
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,16-64, 9-12 Months,19
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,65+, 0-3 Months,72
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,65+, 3-6 Months,34
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,65+, 6-9 Months,32
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Adult,65+, 9-12 Months,6
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2604,Vascular Surgery,Adult,16-64, 0-3 Months,4
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,2604,Vascular Surgery,Adult,65+, 0-3 Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,16-64, 0-3 Months,364
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,16-64, 3-6 Months,187
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,16-64, 6-9 Months,115
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,16-64, 9-12 Months,91
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,16-64,12-15 Months,31
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,16-64,15-18 Months,7
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,16-64,18+ Months,14
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,65+, 0-3 Months,123
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,65+, 3-6 Months,69
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,65+, 6-9 Months,41
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,65+, 9-12 Months,17
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,65+,12-15 Months,8
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,7800,Urology,Adult,65+,18+ Months,1
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,9000,Other,Adult,16-64, 0-3 Months,8
28/02/2019,RCSI  Hospitals Group,0108,Connolly Hospital,9000,Other,Adult,65+, 0-3 Months,2
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0000,Small Volume Specialities,Adult,65+, 0-3 Months,2
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,16-64, 0-3 Months,67
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,72
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,46
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,16-64, 9-12 Months,32
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,16-64,12-15 Months,5
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,28
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,65+, 3-6 Months,29
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,65+, 6-9 Months,19
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,65+, 9-12 Months,12
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,0400,Endocrinology,Adult,65+,12-15 Months,10
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,0-15, 0-3 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,0-15, 3-6 Months,3
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,117
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,16-64, 3-6 Months,105
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,16-64, 6-9 Months,53
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,16-64,12-15 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,17
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,65+, 3-6 Months,9
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1503,Gynaecology,Adult,65+, 6-9 Months,2
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,16-64, 0-3 Months,14
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,16-64, 3-6 Months,9
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,16-64, 6-9 Months,11
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,16-64, 9-12 Months,7
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,16-64,12-15 Months,2
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,16-64,15-18 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,65+, 0-3 Months,75
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,65+, 3-6 Months,55
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,65+, 6-9 Months,25
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,65+, 9-12 Months,29
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1700,Ophthalmology,Adult,65+,12-15 Months,18
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1800,Orthopaedics,Adult,0-15, 3-6 Months,3
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,181
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1800,Orthopaedics,Adult,16-64, 3-6 Months,97
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,71
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,30
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15, 0-3 Months,69
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15, 3-6 Months,57
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15, 6-9 Months,36
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15, 9-12 Months,23
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15,12-15 Months,5
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,0-15,15-18 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,16-64, 0-3 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Adult,16-64, 6-9 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Child,0-15, 0-3 Months,10
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Child,0-15, 3-6 Months,4
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,1900,Paediatrics,Child,0-15, 6-9 Months,4
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,141
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Adult,16-64, 3-6 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Adult,16-64, 6-9 Months,1
28/02/2019,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Adult,65+, 0-3 Months,54
